bio_url,bio,name,voice_model,skyrim_voice_folder,race,gender,species,refid_int,baseid_int,author,voice_model_score,form_id,form_id_back,ref_id,voice_type,voicetypefallout,editor_id,editorIDFallout
/wiki/AJ,"AJ is a chem dealer operating in Goodneighbor in 2287.
AJ is one of the many drug dealers living in the settlement of Goodneighbor and is notorious for peddling drugs to anyone and everyone; recently, he has started a new ""Chems for Kids"" sales pitch directed towards young children. He conducts most of his deals in the alleyway where Bobbi No-Nose's hideout is located, always accompanied by two bodyguards. It is later revealed he is also a member of Sinjin's gang.
AJ's customers include Bunker Hill and its mayor Kessler, who need chems such as Jet and Psycho in order to pay off Jared's raider gang. They buy from AJ because he has the lowest prices for regular chems, although they consider his ""Chems for Kids"" to be distasteful.[1] AJ is also an informant on runaway synths for the Institute.[2]
The Silver Shroud: AJ's scheme to sell chems to children prompts Kent Connolly to send the Sole Survivor (as the Silver Shroud) to hunt him down and kill him. He is found in the alleyway outside Bobbi No-Nose's hideout, accompanied by two bodyguards. AJ will attempt to bribe the Sole Survivor to stay away; with Speech checks, his bribe can be haggled from 50 to 200 bottlecaps. If the bribe is refused, then he and his guards will immediately turn hostile.",AJ,DiMA,NPCMAJ,Human,Male,,1140809,912683,YetAnotherModder,57,000DED2B,000DED2B,116849,NPCMAJ,NPCMAJ,MS04AJ,MS04AJ
/wiki/Bobbi_No-Nose,"Bobbi No-Nose is a mobster living in Goodneighbor in 2287. She initially is found inside her hideout.
A self-proclaimed ""legitimate"" businesswoman operating out of Goodneighbor, every place Bobbi sets up shop in soon becomes her base of operations.[1] She, while her influence is small, is a highly ambitious woman, not like the chem dealers and petty thieves in town. Recently, No-Nose is preparing to pull off a large heist in Mayor Hancock's strongroom in the NH&M Freight Depot to the southwest. She has a long history of trouble with the ghoul and aims to get back at him by breaking into his property and stealing anything of value.[2]
Through a spy she planted within the raider gang in the Massachusetts State House, Bobbi managed to acquire an accurate map of the Boston underground, created by a city official before the Great War.[3] To recruit diggers for her project, the Big Dig, and further her vendetta against Hancock, Bobbi passes it off as a scheme to get revenge on Mayor McDonough for banishing her kind from Diamond City. The target is supposedly a secret strongroom located directly beneath the mayor's office, which Bobbi claims is home to a huge stash, containing thousands of caps, a large cache of weapons and other valuable loot. She promises her staff caps and a share of the spoils when the job is done. 
For months, work is slow and the project has barely progressed. In fact, the miners are soon driven off by mirelurks by the time the Sole Survivor arrives, having accepted Bobbi's job. This, in turn, makes them her new gun. To help expedite the excavation, she has them get her old tech expert, Mel, from the Diamond City lockup by whatever means the Sole Survivor sees fit.",Bobbi No-Nose,Bobbi No-Nose,NPCFBobbiNoNose,Ghoul,Female,,161418,161412,YetAnotherModder,100,27684,27684,0002768A,,NPCFBobbiNoNose,MS16BobbiNoNose,MS16BobbiNoNose
/wiki/Daisy_(Fallout_4),"Daisy is a ghoul merchant living in Goodneighbor in 2287.
Daisy was born over two hundred years ago in the Commonwealth. She initially claims to be 220 years old, though later admits that it is probably closer to 270.[1]
As a child, she loved to read and spent a lot of time in the Boston Public Library. She retains fond memories of this time, as well as an extremely overdue book, into her post-War life. Later she grew up into what she describes as an ""angry young woman."" She had a husband who was killed during the Sino-American War but because of classified information she never found out where he died.
Due to the radiation that was given off after the bombs dropped, her body was slowly transformed into a ghoul. She now resides in Goodneighbor, peddling her wares from her own store Daisy's Discounts. She appears to have a darker side looking for revenge, according to a terminal entry in the Memory Den.
If the Sole Survivor asks her if she has any work for them, she will send them to the library to clear it of super mutants. If the Sole Survivor talks about their own life prior to the war, she will suggest that they pay a visit to another pre-War ghoul at the Hotel Rexford.",Daisy,Danse,NPCFDaisy,Ghoul,Female,,141651,141650,YetAnotherModder,55,22952,22952,22953,NPCFDaisy,NPCFFahrenheit,Daisy,Fahrenheit
/wiki/Fahrenheit,"Fahrenheit is the bodyguard and current ""main squeeze"" of John Hancock in 2287. 
Fahrenheit is a prominent figure of Goodneighbor who serves as Hancock's personal bodyguard. She can usually be found leaning against the wall of Kill or Be Killed, where she may make a passing comment, usually regarding life in the form of a chess match.[1] As any typical resident in the area, she will go out of her way to protect Hancock and the Goodneighbor way of life.[2]
The Big Dig: Having already received word that Bobbi No-Nose and her heist team, including the Sole Survivor, are going to break into his storehouse, John Hancock sends his bodyguard Fahrenheit and a few members of the Triggermen to intercept the group.",Fahrenheit,FemaleMariner,NPCFFahrenheit,Human,Female,,140824,140822,YetAnotherModder,42,22616,22616,22618,,NPCFFahrenheit,Fahrenheit,Fahrenheit
/wiki/Finn_(Fallout_4),"Finn is a thug living in Goodneighbor in 2287. He approaches the Sole Survivor when they first enter the town.
One of the criminal types operating in the anarchist town of Goodneighbor, Finn mostly preys upon newcomers to the area. He offers ""insurance"" to travelers passing through, extorting them into paying a sum of caps with the threat that otherwise they might face ""big, bloody accidents."" This is juxtaposed to the wishes of Mayor John Hancock, who wants his town to be open to everyone. Driven by paranoia, Finn argues that Goodneighbor is in danger of being taken over by outsiders. This stance is responsible for many of the feuds between him and Hancock. 
When the Sole Survivor first enters Goodneighbor, Finn will approach and demand the player character pay an ""insurance fee,"" otherwise ""accidents"" may happen to them. The Sole Survivor can choose to threaten Finn to back off or kill him.
Whatever option is chosen, Finn will always end up dead. If the player character does not kill him, then the mayor will appear and demand Finn to let them go. Finn will refuse and subsequently have a quarrel with Hancock in which he states ""one day there'll be a new mayor."" This appears to be a poor choice of words, as it results in Finn being stabbed to death by Hancock. If the player character kills Finn, Hancock will say ""Whoa ho ho! I like you already! Walk into a new place and make a show of dominance! Nice!""",Finn,MinutemenRadio,NPCMFinn,Human,Male,,210311,210309,YetAnotherModder,42,33585,33585,33587,NPCMFinn,NPCMFinn,Finn,Finn
/wiki/John_Hancock,"John Hancock (born John McDonough) is a ghoul living in Goodneighbor in 2287, serving as the settlement's mayor in Fallout. Should the Sole Survivor aid Bobbi No-Nose in a plot to rob him, he will be impressed and humbled by their actions, taking a leave of absence from his duties to offer his services as a companion.
Born John McDonough, Hancock is the estranged younger brother of Diamond City's Mayor McDonough.[1] The two had a rocky relationship from the beginning; John considered him ""entitled"" and claims that the elder brother would sometimes shove rotten tatoes down the back of his shirt and slap them.[2]
Despite this, he held some degree of brotherly love for his elder sibling - but this all changed in 2282, when the elder McDonough ran for mayor on an anti-ghoul platform, inciting hatred and fear of the city's mutated inhabitants.[3] The relationship between them broke down completely when John confronted him in his office after his inauguration speech, and his brother offered no sign of remorse for the anti-ghoul violence that his campaign had incited, simply gloating that the city was finally his.[4]
John tried to save as many ghouls as he could by relocating them to the town of Goodneighbor, at the time run by the ruthless mob boss Vic. Unfortunately, many of the refugees could not adjust to life in the slum and fled into the ruins of Boston and the surrounding wasteland of the Commonwealth, eventually dying to starvation or violence.[5] Over time, he fell into a rut of depression and drug abuse, even using Jet.[6] He also took an experimental radioactive drug in an attempt to transform himself into a ghoul. The attempt was successful, and he today remarks that both the high and the subsequent transformation were ""so worth it.""[7]
His absolute lowest point came after witnessing the murder of a fellow drifter at the hands of Vic's henchmen. Despite knowing that there was nothing he could have done against the armed goons, John nonetheless considered his lack of intervention cowardly, and in the aftermath felt ""like less than nothing."" In a fit of despair, he went on a particularly intense bender of drug abuse, eventually blacking out completely.[8][9]
When he regained consciousness, John found himself lying on the floor of the Old State House next to a set of clothes that belonged to the founding father John Hancock.[10] He assumed the identity of the historical figure and set out to raise a revolutionary militia to overthrow Vic.[11] Temporarily going sober in preparation, he gathered a crew of drifters and convinced KL-E-0 to loan them some weapons.[12]
They gathered together one night, waiting on the rooftops and inside buildings for Vic's goons to gather. Holding off until their opponents were heavily intoxicated from a night of partying, the militia burst from their hiding spots and massacred the gangsters.[13] His muscle wiped out to a man, it was a simple matter for Hancock and his men to storm Vic's quarters in the State House, dragging him out to be hanged by the neck from the balcony.[14]
Looking down from the balcony and seeing that most of the town had gathered to witness the commotion, Hancock issued a simple proclamation: ""Of the people, for the people!"" With that, he was no longer John McDonough, the Diamond City refugee, but John Hancock, the undisputed mayor of Goodneighbor.[15]
By 2287, Hancock continues to serve as mayor. The majority of Goodneighbor's citizens look to him for leadership, and he acts as a source of reassurance concerning the looming synth threat. Following the events of Bobbi No-Nose's big plan (The Big Dig), a plot to steal from his stronghold, he claims to feel too pampered and comfortable.[16] He gives a speech proclaiming his leave of absence. (""No one in power should be comfortable for too long."") Hancock then proceeds to offer his services to the Sole Survivor as a possible companion.
Hancock can be found randomly when taking a card from the loot deck. While Hancock is the active companion, the player character can exhaust him to move one enemy to their space and fight it. If the player character fails to kill that enemy, he must be discarded.
When the player character performs the camp action, he will become unexhausted. However, if the player character does not have Perception at that time, he must be discarded.",Hancock,Hancock,NPCMHancock,Human(formerly)Ghoul,Male,,140821,140819,YetAnotherModder,100,22613,22613,22615,NPCMHancock,NPCMHancock,Hancock,Hancock
/wiki/KL-E-0,"KL-E-0 (or Kleo) is a friendly Assaultron merchant in Goodneighbor in 2287.
KL-E-0 is an Assaultron who resides in Goodneighbor and acts as a merchant. She owns the store Kill or Be Killed, which is located directly next to Daisy's Discounts. She sells Partystarter, a unique missile launcher.
If KL-E-0's terminal is hacked, it is revealed that she has a plan to kill several members of the Goodneighbor community, if the need arises. Her plan to eliminate the Neighborhood Watch is to wait for a super mutant or raider attack, planting high explosives at key areas of the defensive perimeter, and post-detonation, relocating immediately due to Goodneighbor's vulnerability.[1]
She understands that collateral damage may be possible but considers losses acceptable without too much disruption to her business.[2]
KL-E-0 seems to hold a certain amount of respect for Magnolia, considering her a fellow working girl and willing to give her a chance before sudden termination. Her contingency consists of burning down The Third Rail as a warning. Should she resist after that, a simple clean shot to the head would be the outcome.[3]
The Robotics Expert perk allows hacking into her system and turning her into a normal Assaultron. It will suspend her trading function temporarily and can return to a normal trader after choosing shutdown/activate while she is still following the player around in Goodneighbor.",KL-E-0,RobotAssaultron,RobotAssaultron,Assaultron,Female,,141519,141518,YetAnotherModder,100,000228CE,000228CE,000228CF,,RobotAssaultron,Kleo,Kleo
/wiki/Sammy_(Fallout_4),"Sammy is a deceased synth on the streets of Goodneighbor in 2287. 
Sammy is an Institute synth, who replaced the real Sammy and attempted to infiltrate Goodneighbor.[1] However, the Neighborhood Watch noticed his unusual behavior - he had stopped drinking, smoking and cheating on his wife - and killed him.[1] His body can be found on the streets of Goodneighbor. The Sole Survivor can overhear one of the Neighborhood Watch members lament on how he is going to bring himself to tell Sammy's mother.[1]",Sammy,MaleEvenToned,MaleRough,Synth,Male,,1433204,1433203,YetAnotherModder,100,0015DE73,0015DE73,0015DE74,MaleRough,MaleRough,FFGoodneighbor08Sammy,FFGoodneighbor08Sammy
/wiki/Wayne_Delancy,"Wayne Delancy is an assassin living in the town of Goodneighbor in 2287.
Wayne Delancy is a hitman in Goodneighbor who works for the raider Sinjin. He murdered Miss Selmy and her child on Sinjin's orders for not paying him, and news of this act quickly spread throughout Goodneighbor.[1][2]
The Silver Shroud: Delancy's murders result in the Sole Survivor being tasked by Kent Connolly with hunting him down and killing him as the Silver Shroud's first target. He is found in an alleyway behind Hotel Rexford, having recently just claimed another victim.
An unused voice type for Wayne exists in the game's files, ""NPCMWayneDelancy,"" though the NPC actually uses the ""MaleRough"" voice type.",Wayne Delancy,MaleEvenToned,MaleRough,Human,Male,,261834,261832,YetAnotherModder,100,0003FEC8,0003FEC8,0003FECA,MaleRough,MaleRough,MS04WayneDelancy,MS04WayneDelancy
/wiki/Clair_Hutchins,"Clair Hutchins is the manager of Hotel Rexford, Goodneighbor in 2287. 
Clair has been manager of the Hotel Rexford since 2247[1]and remembers the time when the place was in its heyday; when parties were thrown frequently and the clientele was more sophisticated.[2] She is tasked with greeting and checking people in while her boss, Marowski, stays in his ""office."" Clair, along with a few others, helps keep the place running and will offer to give a verbal history of the hotel and the surrounding area.",Clair Hutchins,Cait,NPCFClairHutchins,Human,Female,,141021,141020,YetAnotherModder,44,000226DC,000226DC,000226DD,NPCFClairHutchins,NPCFClairHutchins,ClairHutchins,ClairHutchins
/wiki/Fred_Allen,"Fred Allen is an associate of Marowski, responsible for the distribution of his chems at the Hotel Rexford in Goodneighbor in 2287.
When not peddling drugs for his boss Marowski, Fred likes to experiment with them. He believes personal experience is key to being a successful chem dealer. Thus Allen documents the reaction to every chem he takes to improve his understanding of the high of each chem he sells. This helps him to better promote his goods and increase his profits.[1]
Fred operates out of the basement of the Hotel Rexford, which the manager, Clair Hutchins, wisens up to because of the unpredictable nature of the peddler's experiments. On one case, Fred had to have Rufus Rubins repair his terminal after accidentally breaking it while high on psycho.[2]",Fred Allen,FemaleBoston,NPCMFredAllen,Human,Male,,141018,141017,YetAnotherModder,45,000226D9,000226D9,000226DA,NPCMFredAllen,NPCMFredAllen,FredAllen,FredAllen
/wiki/Marowski,"Marowski is a major chem supplier in the Commonwealth, living in Goodneighbor in 2287. He can be found inside the Hotel Rexford, accompanied by his bodyguard, Stan Slavin.
Marowski was once a powerful drug kingpin and crime boss who controlled most of the drug trade in the Commonwealth, powerful enough to have ruled Goodneighbor. However, in 2267, a massive heist on Marowski's chem stash in Quincy took place. Marowski put up a huge bounty on the perpetrators of the heist, but was unable to find out who they were.[1] Meanwhile, the heist ruined him financially, forcing him to strike a deal with his new competitor Bobbi No-Nose and downsize his drug business until it was but a fraction of its former size. Marowski never found out who carried out the heist, and on top of that, he is forced to pay a cut of his profits to Bobbi for the deal he made with her. He spends his days running the remains of his drug empire from Hotel Rexford, which he owns. He would like nothing more than to pay back his robbers for what they did to him.[2]
Even though his current influence is no longer what it is used to be, Marowski is still a primary supplier of chems in the region and has a wide network of connections. The dealer maintains a hidden chem lab southeast of Goodneighbor, in the Four Leaf fishpacking plant, protected by a complex security system.[3] Marowski also has a number of loyal associates still working for him, most of whom are also responsible for looking after the Hotel Rexford. This includes his bodyguard Stan as well as Clair Hutchins and Fred Allen, who manage and sell chems at the hotel. Trish, another of Marowski's associates, was the brains behind his lab and acts as his contact in an ongoing business relationship: Marowski provides chems via Trish which are sold to Henry Cooke and Nelson Latimer, who then smuggle the chems into Diamond City and sell them for cheap, making a profit by avoiding Mayor McDonough's tax on chem imports.[4] Latimer regularly meets up with Trish to conduct chem deals for her boss.[5] Marowski has another more clandestine connection: he is an informant on runaway synths for the Institute's Synth Retention Bureau.[6]
By day, Marowski can be found in his office in the Rexford Hotel. At night he sleeps in the room adjacent to the room that the hotel rents out.",Marowski,Ironsides,NPCMMarowski,Human,Male,,141027,141026,YetAnotherModder,44,22600,22600,226000,NPCMMarowski,NPCMMarowski,Marowski,Marowski
/wiki/Rufus_Rubins,"Rufus Rubins is the resident handyman and mechanic of Goodneighbor, living in the Hotel Rexford in 2287. He is also a merchant that sells junk and a variety of other essentials.
Rubins is the local handyman in Goodneighbor, helping to ensure the equipment keeping the town running remains in working order. He is also one of the folks that looks after the Hotel Rexford, where he exchanges his services for room and board.[1]",Rufus Rubins,MaleEvenToned,MaleEvenToned,Human,Male,,1580545,107093,YetAnotherModder,100,0001A255,0001A255,1810,MaleEvenToned,MaleEvenToned,RufusRubins,RufusRubins
/wiki/Stan_Slavin,"Stan Slavin is a bodyguard working for Marowski, living with his boss at the Hotel Rexford in Goodneighbor in 2287.
Stan is Marowski's loyal bodyguard and one of the few remaining men loyal to him,[1] which is why he always will have a place at the Hotel Rexford.[2] He was once acquainted with a girl from home, who eventually asked him to stop ""comin' round.""[3] According to his boss, he has a temper and hates people who loiter.[4] During daytime hours, Stan is found in Marowski's office while at night he sleeps in the room that is opposite the room that the hotel rents out.",Stan Slavin,MaleMaineAccent,NPCMStanSlavin,Human,Male,,141024,141023,YetAnotherModder,46,000226DF,000226DF,226,NPCMStanSlavin,NPCMStanSlavin,StanSlavin,StanSlavin
/wiki/Vault-Tec_rep,"The Vault-Tec representative, more commonly known as the Vault-Tec rep, was a door-to-door salesman working for Vault-Tec in 2077. After the Great War, he became a ghoul, eventually settling down at Goodneighbor's Hotel Rexford in 2287.
The Vault-Tec rep began working as a salesman for Vault-Tec twenty years prior to 2077.[1] He was responsible for going door-to-door, assisting with finalizing paperwork for families pre-selected for entrance to their local Vault. For his work, the rep was to be rewarded a pack of steak knives. Once a month, he had his van serviced at the Red Rocket truck stop near Concord; the employees apparently found him irritating, describing him as an ""uppity asshole"" in their service logs.[2]
The rep was doing his rounds in the neighborhood of Sanctuary Hills in the final hours prior to the Great War when he visited the Sole Survivor's family, having attempted to speak with them several times before. Upon being greeted at the door, he informed them that due to Nate's service in the US Army, they had been selected for entry into Vault 111.
When the air-raid sirens went off, signaling that nuclear strikes from China were imminent, the rep approached the officer guarding the gate, attempting to force his way into the Vault his employer had constructed. Despite his persistence and association with Vault-Tec, he was refused entry and driven off when a power armored soldier ultimately threatened to open fire with a minigun. As he fled the scene, the salesman angrily informed the guards that he would report the incident.
Despite being unable to secure a spot inside Vault 111, the Vault-Tec rep managed to survive the nuclear exchange. To his surprise, the radioactive fallout did not kill him but mutated him into a ghoul. 
The next 200 years would prove difficult for the former salesman. He lived for about a year in Sanctuary, while his only companion was Codsworth, who went about his usual business.[3] His once-valuable business skills were of little use in the anarchic aftermath of the war, and his status as a ghoul earned him scorn and animosity from un-mutated survivors. He was forced to live as a drifter and vagrant, squatting in various communities, where he was constantly taunted and threatened by the residents.[4]
Eventually, he discovered Goodneighbor, soon after being denied residence in Diamond City. This urbanized community located right in the heart of downtown Boston was a far cry from Diamond City, having been founded by those exiled from the green jewel's walls. While this earned him a warmer reception than he was used to in a new town, it did little to ease the trauma of the past centuries, and he generally confined himself to his room at the Hotel Rexford. It was some time after this that he was reunited with the Sole Survivor.",Vault-Tec Rep,Vault-tecScientist,NPCMVaultTecRep,Human,Male,,204724,704414,YetAnotherModder,53,000ABF9E,000ABF9E,00031FB4,NPCMVaultTecRep,,MQ101VaultTecRep,
/wiki/Vault-Tec_rep,"The Vault-Tec representative, more commonly known as the Vault-Tec rep, was a door-to-door salesman working for Vault-Tec in 2077. After the Great War, he became a ghoul, eventually settling down at Goodneighbor's Hotel Rexford in 2287.
The Vault-Tec rep began working as a salesman for Vault-Tec twenty years prior to 2077.[1] He was responsible for going door-to-door, assisting with finalizing paperwork for families pre-selected for entrance to their local Vault. For his work, the rep was to be rewarded a pack of steak knives. Once a month, he had his van serviced at the Red Rocket truck stop near Concord; the employees apparently found him irritating, describing him as an ""uppity asshole"" in their service logs.[2]
The rep was doing his rounds in the neighborhood of Sanctuary Hills in the final hours prior to the Great War when he visited the Sole Survivor's family, having attempted to speak with them several times before. Upon being greeted at the door, he informed them that due to Nate's service in the US Army, they had been selected for entry into Vault 111.
When the air-raid sirens went off, signaling that nuclear strikes from China were imminent, the rep approached the officer guarding the gate, attempting to force his way into the Vault his employer had constructed. Despite his persistence and association with Vault-Tec, he was refused entry and driven off when a power armored soldier ultimately threatened to open fire with a minigun. As he fled the scene, the salesman angrily informed the guards that he would report the incident.
Despite being unable to secure a spot inside Vault 111, the Vault-Tec rep managed to survive the nuclear exchange. To his surprise, the radioactive fallout did not kill him but mutated him into a ghoul. 
The next 200 years would prove difficult for the former salesman. He lived for about a year in Sanctuary, while his only companion was Codsworth, who went about his usual business.[3] His once-valuable business skills were of little use in the anarchic aftermath of the war, and his status as a ghoul earned him scorn and animosity from un-mutated survivors. He was forced to live as a drifter and vagrant, squatting in various communities, where he was constantly taunted and threatened by the residents.[4]
Eventually, he discovered Goodneighbor, soon after being denied residence in Diamond City. This urbanized community located right in the heart of downtown Boston was a far cry from Diamond City, having been founded by those exiled from the green jewel's walls. While this earned him a warmer reception than he was used to in a new town, it did little to ease the trauma of the past centuries, and he generally confined himself to his room at the Hotel Rexford. It was some time after this that he was reunited with the Sole Survivor.",Vault-Tec Rep,MaleGhoul,NPCMVaultTecRepGhoul,Ghoul,Male,,204724,204723,YetAnotherModder,69,00031FB3,00031FB3,00031FB4,NPCMVaultTecRepGhoul,,VaultTecRepGoodneighbor,
/wiki/Amari,"Doctor Amari is a scientist in the Memory Den in Goodneighbor, and an agent of the Railroad in 2287.
Doctor Amari is a scientist specializing in the human brain. She works in Memory Den to help people relive their past memories. She also helps the Railroad by helping create new memories for synths, before they are relocated. Unlike many other doctors, she does not provide medical services to the player character due to being a neurologist rather than a physician.
If the Sole Survivor chooses to side with the Institute, Doctor Amari will become displeased and refuse to interact with them.",Doctor Amari,Doctor Amari,NPCFDoctorAmari,Human,Female,,632451,632448,YetAnotherModder,100,0009A680,0009A680,0009A683,NPCFDoctorAmari,NPCFDoctorAmari,DoctorAmari,DoctorAmari
/wiki/Irma,"Irma is the co-proprietress of the Memory Den in Goodneighbor in 2287.
Upon entering the Memory Den, one can persuade Irma to let them relive a memory. When she asks if a memory comes to mind, the Sole Survivor can be upfront or elusive. Depending on dialogue choices, she may grant the Sole Survivor a ""free trial.""[1] If they go into the memory stasis pod, a screen with ""Please Stand By"" appears. 
The memory that is replayed to the Sole Survivor is that of them waking briefly and seeing their spouse shot and son kidnapped. The memory plays like an out-of-body experience. When awoken, the Sole Survivor is distressed, and Irma apologizes for putting them through that again.[2]",Irma,Nora,NPCFIrma,Human,Female,,141478,141477,YetAnotherModder,44,000228A5,000228A5,000228A6,,NPCFIrma,Irma,Irma
/wiki/Kent_Connolly,"Kent Connolly is a ghoulified radio technician, operating out of his studio in the Memory Den in Goodneighbor, in 2287. He is responsible for the maintenance and operation of Silver Shroud Radio, the pride and joy of his childhood.
Connolly was a die-hard fan of both the Silver Shroud and the Mistress of Mystery, having listened to all 420 episodes (holiday special included) of The Silver Shroud and having an encyclopedic knowledge of every detail.[1] His knowledge was even tapped by Frederick Rivers, husband of the Mistress' actor Shannon Rivers, for building and recreating the Order of Mysteries' underground lair and related paraphernalia. Through 2077,[2] Kent and Frederick (by the name Fred) corresponded via holotape through the mail,[3] with Kent providing feedback on various designs Fred had made for the Mistress' equipment, in line with his knowledge of the Hubris Comics continuity. For instance, Kent reviewed Fred's plan for the Mistress' lair and praised the accuracy of the Hall of Trials.[4] He also made various recommendations for the designs of the Phantom Device,[5] Veil of Secrets (adding built-in gas filtration),[6] Garb of Mysteries (using ballistic weave for protection),[7][8][9] and Voice of Set.[10]
Kent also took these opportunities to voice his own opinions for the franchise. He was annoyed by Hubris Comics' continued retcons of the Voice of Set's mechanisms[10] and was disappointed by Fred's decision to model the Garb of Mysteries after the newer, shorter dress rather than the Mistress' traditional dress, planning to organize a letter-writing campaign to Hubris Comics protesting the change.[8] He even wrote directly to Shannon Rivers regarding a series lore inconsistency and hoping to enlist her support for his letter campaign.[11] Kent was unaware of Fred's actual identity, simply assuming he was an equally-dedicated Hubris Comics fan. As such, Kent did not believe that Fred could have actually made a real-life version of the Mistress of Mystery's lair, assuming he had simply made some sort of high-detail model.[3] However, Kent did recognize that Fred had many ""connections,"" and asked if he could also receive some ballistic weave from Fred if the latter managed to get his hands on any.[9]
Connolly's life in the wasteland was a traumatizing time for him. Even in 2287, the memories are still very painful for him to think about, and he avoids the pain the only way he knows: by reliving his memories from before the Great War.[12] Connolly just keeps to himself, reliving his beloved radio serial over and over again in a quiet corner in the Memory Den keeping the pods operational in exchange for time on the memory loungers.[13][14] Through his station, he plays several recordings of various episodes of the old superhero crime-drama that had survived the atomic fire of the Great War intact. During his off time, from his one-room studio, Connolly works tirelessly every day to return the radio show of his hero and role model back to the airwaves for the entire Commonwealth to hear, though the radio signal so far only broadcasts in Goodneighbor and the surrounding Financial District.
However, deep in his heart, Kent ultimately desires to bring justice and peace to Goodneighbor (and by extension the Commonwealth) by bringing about the return of the Silver Shroud, despite realistically knowing how little hope he has for it. Although he made a fully functional replica of the Shroud's signature silver machine gun,[15] the old, rickety ghoul could not just go around shooting people or he would be just another gun-toting hooligan among many.[16] He also has neither the costume, the physical condition, nor the aptitude to take up the mantle of the Silver Shroud, but gladly offers the Sole Survivor the chance to do so in his stead.[17]
Although he doesn't really talk about it in Fallout, as revealed in Fallout 76, Kent was once a very extroverted man, eager to share his comics passion with those he thought would appreciate it, like Frederick Rivers. Suffice to say, with the fiery destruction of the world and society's collapse, he doesn't meet many people with the same passions anymore.
By 2287, Kent Connolly's only real friend in Goodneighbor is Irma, proprietor of the Memory Den where he lives and works. Having known Connolly long enough to be old friends, Irma is supportive of his Silver Shroud obsession and allows him extra time on the memory loungers when she can. However, knowing that he dreamed of taking the Silver Shroud from radio to real-life was too much for Irma who insisted he not pursue it in fear of him getting hurt.[18]
Kent Connolly appears in Fallout and Fallout Shelter Online and is mentioned in Fallout 76.",Kent Connolly,MaleBoston,NPCMKentConnolly,Ghoul,Male,,141484,141482,YetAnotherModder,43,000228AA,000228AA,000228AC,NPCMKentConnolly,NPCMKentConnolly,KentConnolly,KentConnolly
/wiki/Sonya,"Sonya is a modified Eyebot used for tunneling. She is in the Commonwealth with her owner Mel in 2287.
Bobbi No-Nose brought in several workers to assist with excavating a tunnel through the Boston underground to the alleged Diamond City strongroom in order to rob it. This is actually a cover for a heist she is planning against Hancock, called the Big Dig.
Upon the arrival of the Sole Survivor, Bobbi begins to look for a way to speed up the digging after her miners are driven out by mirelurks. She remembers her old contact and tech expert Mel, who is skilled in robotics. 
Before being imprisoned in the Diamond City lockup for attempting to tamper with the automated waiter Wellingham, Mel was working on a heavily modified Eyebot he named Sonya designed to blast through loose sediment with a powerful sonic pulse.[1]",Sonya,Robot Curie,RobotEyebot,ModifiedEyebot,,,1178670,821599,YetAnotherModder,55,000C895F,000C895F,0011FC2E,,RobotEyebot,MS16SonyaBot,MS16SonyaBot
/wiki/Barnes_(Fallout_4),"Barnes is a Gunner living in the Commonwealth in 2287.
Barnes is a Gunner that initially can be encountered at the Third Rail harassing MacCready. During the quest Long Road Ahead, Barnes and Winlock are located at Mass Pike Interchange, where they are killed by the Sole Survivor and MacCready.",Barnes,Danse,NPCMBarnes,Human,Male,,214660,214656,YetAnotherModder,50,34680,34680,34684,NPCMBarnes,NPCMBarnes,GunnerBarnes,GunnerBarnes
/wiki/Ham,"Ham is the bouncer of the Third Rail. He is a stocky, no-nonsense ghoul in charge of security, meaning that anyone who causes trouble will have to deal with him. Although he is a consummate professional, Ham is also soft at heart, and is protective of Magnolia.[1][2]
Emogene Takes a Lover: Ham can be consulted on the whereabouts of Emogene Cabot, if the player character decides to speak to Magnolia at the Third Rail for information to find her.",Ham,robot_mrhandy,NPCMHam,Ghoul,Male,,140942,140940,YetAnotherModder,55,0002268C,0002268C,0002268E,NPCMHam,NPCMHam,Ham,Ham
/wiki/Magnolia,"Magnolia is a singer performing at the Third Rail, a bar in Goodneighbor in 2287. 
Magnolia is a synth vocalist living in Goodneighbor. She was hired by Whitechapel Charlie to perform at the Third Rail as a source of live entertainment for bar patrons sometime before 2287.[1] The songs Magnolia writes hint towards her past life, which she will mention if asked to comment.[2] The drifters around town claim that Magnolia and Whitechapel Charlie's booze are the only reasons to come to the Third Rail.[3]",Magnolia,MaleGhoul,NPCFMagnolia,Synth,Female,,140939,140938,YetAnotherModder,44,0002268A,0002268A,0002268B,,NPCFMagnolia,Magnolia,Magnolia
