bio_url,bio,name,voice_model,skyrim_voice_folder,race,gender,species,refid_int,baseid_int
/wiki/Gerda,"Gerda is a Nord maid in Whiterun found sweeping the floors at Dragonsreach.
Gerda takes her job very seriously and has high respect for the Jarl, shown by dialogue prompted when speaking to her. She is also friendly to the Dragonborn as she tells them that if she gets in their way, they only need to ask her to move.",Gerda,Female Old Kindly,FemaleOldKindly,Nord,Female,,857825,795774
/wiki/Gerdur,"Gerdur is a Nord lumberjack residing in the town of Riverwood. She and her husband, Hod, own and operate Riverwood's lumber mill. They have a son, Frodnar. She is the de facto leader of the village and is the one who pays the taxes, though the land is owned by Jarl Balgruuf the Greater. 
If her brother Ralof, a Stormcloak, is followed while escaping Helgen, she will help the Dragonborn by giving them a key to her house and offering them supplies. Also, if she dies, the Dragonborn will receive a Letter of Inheritance.
She can also sell logs to the Dragonborn to build houses with the installation of Hearthfire.
What can you tell me about Riverwood? ""It's my mill. Some folks think it's my town too, but it ain't. The Jarl in Whiterun owns the land and the town. I just pay the taxes."" Do you have any supplies I can take? ""And by ""supplies"" I suppose you mean weapons and armor. Alvor can help you out. He's our blacksmith."" or ""Like I said, I'm glad to help in any way I can. Help yourself to whatever you need, within reason."" How do I get to Whiterun from here? ""Cross the river and then head north. You'll see Whiterun on its hill as you pass the falls."" What can you tell me about the Jarl? ""Jarl Balgruuf? I don't mean to be disrespectful, as he's ruled Whiterun Hold well for years, but he seems in over his head now. He's been trying to stay out of the war, but it can't last. He's going to have to pick a side. I'm afraid he's going to make the wrong choice.""
What do you think about the war? ""The Empire may have been good for Skyrim once upon a time, but those days are long past. Banning the worship of Talos was the last straw. Thalmor everywhere, dragging people off for honoring our own gods! I'm glad Ralof is helping drive them out of here. If I was a bit younger, I might have joined the fight myself.""",Gerdur,Female Nord,FemaleNord,Nord,Female,,78985,78972
/wiki/Gestur_Rockbreaker,"Gestur Rockbreaker is a Nord miner and resident of Stonehills, a small mining encampment. He works in the nearby Rockwallow Mine.
Gestur will buy all the iron ore in the Dragonborn's inventory. This will count toward the favors needed to earn the title of Thane of Hjaalmarch.
Gestur: ""Let's make sure we're just as productive this month as we were last. If Bryling's happy, we're happy."" Gestur: ""All right. Keep up the good work.""
Gestur: ""Is everything well with you, my scaly friend?"" Gestur: ""Yes, well... That's all we ask of you. Carry on.""",Gestur Rockbreaker,Male Even Toned Accented,MaleEvenTonedAccented,Nord,Male,,109141,79363
/wiki/Ghak,"Ghak is an Orsimer miner who works at the Dushnikh Mine, within the stronghold of Dushnikh Yal.
According to dialogue, Ghak believes that mining good ore brings strength to her people. Ghak also believes that the Daedric prince Malacath has given her the task to mine, and even though mining is hard work, he rewards those who are willing to rise to the challenge. Ghak does not like to waste time, as she asks to the Dragonborn to leave the mine if they are not there to work.",Ghak,Female Orc,FemaleOrc,Orc,Female,,817347,817346
/wiki/Ghamorz,"Ghamorz is an Orsimer miner who works in the Mor Khazgur Mine in the Orc stronghold of Mor Khazgur in Haafingar hold.
If anything is stolen from his mine, hired thugs will come after the perpetrator.",Ghamorz,Male Orc,MaleOrc,Orc,Male,,817357,817356
/wiki/Gharol,"Gharol is an Orsimer blacksmith residing in the stronghold of Dushnikh Yal.
She is the wife of Chief Burguk, along with Arob and Shel. She maintains the title of Forge-Wife for the stronghold, and is in charge of providing weapons and armor for the settlement. Her son, Umurn, is her apprentice, and they are typically found working together in the small workshop outside the stronghold's mine during waking hours.
As a blacksmith, she offers random weapons and armor for sale, having a base of 400 . She also purchases any ore taken from the local mine at full price.
When asked if she sells weaponry to the other settlements, a miscellaneous quest will initiate the delivery of a sword to her daughter Lash in Karthwasten, who decided to leave the stronghold.",Gharol,Female Orc,FemaleOrc,Orc,Female,,104747,80764
/wiki/Ghorbash_the_Iron_Hand,"Ghorbash the Iron Hand Ghorbash the Iron Hand is an Orsimer in Skyrim who lives in Dushnikh Yal, and is the brother of Chief Burguk.
Interested in me, are you? ""You're strong. Clever. I'd be proud to face the challenges of life with you, if you feel the same.""
By default, he wears Steel Armor. Despite wearing Heavy Armor, his highest skills are in Light Armor and Archery, with One-Handed and Block being slightly lower level than the two. His skills make him an effective archer. Any combination of a single-handed weapon and shield also suits him. In contrast with followers like Vilkas and Stenvar, Ghorbash is less effective with Heavy Armor and Two-Handed weaponry. As an ex-legionnaire, Ghorbash refuses to equip Stormcloak Armor.
As with many followers, Ghorbash resists arrest if the Dragonborn chooses that option after acquiring a bounty, although he cannot be commanded to steal items from containers, nor will he attack innocent people when commanded. Ghorbash can also join the Blades.
Attacking him enough times will result in the Dragonborn gaining a bounty from the Tribal Orcs.",Ghorbash the Iron Hand,Male Orc,MaleOrc,Orc,Male,,104752,80769
/wiki/Ghorza_gra-Bagol,"Ghorza gra-Bagol is an Orsimer blacksmith in Markarth who works alongside her unskilled apprentice, Tacitus Sallustius. True to her profession, she serves as a Common-level Smithing trainer, as well as a merchant, selling weapons, armor, and smithing materials. She may also become a potential candidate for marriage.
Ghorza was raised in an Orc Stronghold where she first learned the use of the hammer and anvil. However, as she grew up, Ghorza began to find distaste in the tribe's traditions, feeling shackled by their strict ethics.
Eventually, after having decided to not ""end up as the third wife of some lowly chieftain,"" she abandoned her tribe along with her brother, Moth gro-Bagol. Together, they enrolled in the Legion and mastered their skills as smiths over the course of ten years of service.
Now, Ghorza serves as one of Markarth's primary blacksmiths, operating a forge near the center of the city with her untalented apprentice, Tacitus Sallustius. 
Ghorza asks the Dragonborn to obtain a copy of the Last Scabbard of Akrash for her. When the book is brought to her, she will reward the Dragonborn with an increase in the Smithing skill.
She becomes a marriage candidate if the Dragonborn possesses the Amulet of Mara, and after retrieving the book for her assistant. Ghorza is one of several merchants capable of sending thugs after the Dragonborn if they steal from her.",Ghorza gra-Bagol,Female Orc,FemaleOrc,Orc,Female,,104710,78746
/wiki/Ghost_of_Old_Hroldan,"Ghost of Old Hroldan
Ghost of Old Hroldan is a Nord ghost who has been haunting Old Hroldan Inn. He has been waiting for ""Hjalti"" to bring his sword, so that they can be sworn as brothers.
Upon arriving at the Inn the first time, Old Hroldan will not be there. He spawns only after sleeping in Tiber Septim's room. After resting in the room, and upon waking, a scream followed by a summoning sound will be heard. This sound means he has spawned in the Inn.
While Eydis is startled by his appearance, talking to him will have him confuse the Dragonborn with his fellow soldier Hjalti. He requests that the Dragonborn deliver Hjalti's Sword to him so that they may be sworn in as brothers. Talking to Eydis will provide the location of the sword.
Upon returning he thanks the Dragonborn, and reteaches some skills (One-Handed and Block) that ""Hjalti"" may have forgotten, and then disappears.",Ghost of Old Hroldan,,,Nord,Male,,426403,426402
/wiki/Ghunzul,"Ghunzul is an old Orsimer warrior, who is encountered in Cracked Tusk Keep in the Falkreath Hold area of Skyrim, and is the guardian of the shards of Mehrunes' Razor.
Ghunzul is the 8th generation of his family to bear the Shards of Mehrunes' Razor. He is the son of Shelakh.[1] He is the leader of the Orcs who have established their home here. He wears heavy armor, normally using steel plate or Nordic carved armor,DR and wields a steel greatsword early in the game. During higher levels, he usually wields a random stronger battleaxe. He carries the key to Cracked Tusk Keep Vaults, where the Shards of Mehrunes' Razor for the quest ""Pieces of the Past"" are located. He is hostile to the Dragonborn and will attack on sight.",Ghunzul,Male Orc,MaleOrc,Orc,Male,,104501,79481
/wiki/Gian_the_Fist,"Gian the Fist is an Imperial thief found in the Ratway of Riften. He is hostile to the Dragonborn and will attack them on sight. In his residence, he has an alchemy lab, cooking pot and a hay pile that is not marked as ""owned.""",Gian the Fist,Male Drunk,MaleDrunk,Imperial,Male,,1089635,1089634
/wiki/Gianna,"Gianna is an Imperial chef in Castle Dour. She revered The Gourmet for his culinary prowess.
After killing the Gourmet at the Nightgate Inn, Astrid sends the Dragonborn to impersonate him at Castle Dour, where Emperor Titus Mede II is expected to dine. Arriving in the kitchens, Gianna joins the Dragonborn and asks them to put a Chef's Hat on if they are not already wearing one, and subsequently glows at their ""brilliance."" She then asks which ingredients should be added to the stew and will comment on the selections, although the specifics of the ingredients do not matter. She will question the inclusion of the Jarrin Root as well if it is added.
Gianna and the impersonated Gourmet carry the food to the dining hall, where a fake Emperor consumes the poisoned meal. Upon the decoy's death, the guards attempt to kill the Dragonborn and Gianna, but the Dragonborn escapes before they can do so, while Gianna is attacked and shortly killed. If the meal is not poisoned, however, Gianna lives through the ensuing chaos; she may also survive if both guards simply attack the Dragonborn, although in either case, she cannot be interacted with again once the Dragonborn leaves.
Silence! I am ready to prepare the grand feast! ""Oh. Well, um, actually... you're not. Wearing a chef's hat, I mean. There's one right over there on the shelf. You can't very well cook without it..."" ""We'll begin as soon as you're wearing the hat. Check the shelf over there. Wouldn't want the Emperor mistaking you for someone else, now would we.""
Enough! The Gourmet is here to cook, not talk! Let us begin. ""Oh! Yes, but of course. Ahem. The Emperor has requested your signature dish - the Potage le Magnifique. I've taken the liberty of getting it started. But the cookbook only says so much, and everyone makes the Potage differently. I would be honored if we could make it... the Gourmet's special way. The base broth is already boiled. We can get started right now. So... which ingredient should I add next?""",Gianna,Female Commoner,FemaleCommoner,Imperial,Female,,310468,310467
/wiki/Gilfre,"Gilfre is an Imperial lumberjack residing at the Mixwater Mill in Eastmarch hold, which she also owns and operates.
Gilfre once had several workers at the mill, but they left her to fight in the Civil War. She has since been having trouble running the mill by herself.
If the Hearthfire DLC is installed, Gilfre sells sawn logs to the Dragonborn at a price of 200  per 20 logs. These logs are used in the building of any of the three homesteads added by Hearthfire.
If the Dragonborn has a high reputation with Gilfre, she will allow them to cut her logs at the sawmill for free.",Gilfre,Female Commoner,FemaleCommoner,Imperial,Female,,115196,79482
/wiki/Giraud_Gemane,"Giraud Gemane is the Breton Dean of History at the Bards College in Solitude, and the author of Songs of Skyrim and Songs of Skyrim: Revised. He also teaches Speech at Master level.
Asking any Bard in Skyrim about where they learned their craft will result in their pointing the Dragonborn towards Solitude, where they can potentially become a member of the College. Viarmo is the man spoken to before gaining admittance, which leads the Dragonborn to locate the last remaining copy of King Olaf's Verse.
After the Burning of King Olaf, Giraud sends the Dragonborn to locate Rjorn's Drum. After returning the Drum, he increases the skills Block, Archery, One-Handed, Two-Handed, Smithing and Heavy Armor each by one point.
Giraud believes that King Olaf's Verse is in Dead Men's Respite, and speaks of this to the Dragonborn during the quest.
I have Rjorn's Drum. ""At last! I have searched for this drum for 20 years. The college treasury is a bit thin right now. But I can show you some tricks I learned from my days with the army.""",Giraud Gemane,Male Even Toned,MaleEvenToned,Breton,Male,,104654,78465
/wiki/Girduin,"Girduin was a Bosmer sorcerer who was part of an expedition to Labyrinthian, and can be seen during the quest ""The Staff of Magnus.""
Girduin was one of the students who accompanied Atmah on her expedition to Labyrinthian.
He is the first to mention that since the place has a ""history"" of power, there's likely something of magical property to be found within. He also chides Atmah that she's ""the Arch-Mage's favorite"" student when she says that she wants to get in and out as quickly as possible.
Girduin is the first of the mages to die when the group was ambushed by a Skeletal Dragon and numerous Skeletons. In the next room, Elvali screams that they can't leave Girduin behind, while Hafnar Ice-Fist shouts, ""We barely made it out alive, and you want to go back in?"" and one of the mages states that there ""Isn't enough of him left"" to go back for, suggesting that he was mauled to death.
Girduin's ghost is found in Labyrinthian during the quest, where one can hear him conversing with his fellow students.",Girduin,Male Coward,MaleCoward,Wood Elf,Male,,769473,755594
/wiki/Gisli,"Gisli is a Nord noblewoman in Skyrim who lives in Solitude, and the sister of Erikur, a Thane of the city. They live together in Erikur's House. She strongly dislikes her brother and is often referred to as ""Erikur's sister"" rather than ""Gisli"" by others, which angers her.
So Erikur is your brother? ""Yes. My older brother and the person you probably want to be speaking to right now. But really, since Torygg's death, Falk Firebeard wields the true power of the Jarl's court. My brother is nothing more than a pompous little fop.""
So Erikur was your brother? ""Yes. My older brother. He was a bit of a fop, really. And truth be told, since Torygg's death, he had no real power in court. But still... He didn't deserve to die.""
Gisli: ""Profits continue to rise. The warehouse continues to bring in good revenues, and rent on your stores in the Well is acceptable."" Erikur: ""I'm afraid 'acceptable' just isn't acceptable anymore. I'm sure they can spare a few more coins in monthly rent."" Gisli: ""Yes, brother. I'm sure they'll agree it's a fair price to pay in order to avoid interacting with you on a daily basis."" Erikur: ""Fair or not, they'll pay it, and that's all I need to care about. Bear that in mind, sister.""",Gisli,Female Condescending,FemaleCondescending,Nord,Female,,104629,78466
/wiki/Gissur,"Gissur is a Nord beggar and Thalmor informant found at the Thalmor Embassy.
He is first encountered arguing with Rulindil in Elenwen's Solar during Diplomatic Immunity.
If Gissur is not killed in the Thalmor Embassy, he can later be encountered inside the Ratway Vaults during ""A Cornered Rat,"" where he will attack the Dragonborn. There, he carries a note with him.
He can also be found a different way during ""A Cornered Rat."" If any of the patrons are asked for information regarding Esbern in the Ragged Flagon while Gissur is there, it will trigger an event where he then leaves the Ragged Flagon to meet with a Thalmor wizard accompanied by two Thalmor soldiers. He informs them that the Blades agent is in the Ragged Flagon asking about the old man.
The group of them then head to Ragged Flagon together. They will attack on sight, but if the Dragonborn manages to evade them, they will go into the tavern and ask where they might find the one asking about Esbern. The Flagon staff and Thieves Guild patrons refuse to cooperate, even after threats, and eventually the three Thalmor will leave. Gissur, however, remains behind and will from then on attack the Dragonborn on sight.",Gissur,Male Coward,MaleCoward,Nord,Male,,237348,237347
/wiki/Gjak,"Gjak is a Nord miner in Skyrim who works for Beitild, the owner of the Iron-Breaker Mine in Dawnstar.
Gjak believes that iron is a fine metal for Nords to dig since it is good and stout. Gjak is a very focused and hard worker, as he sleeps very rarely.",Gjak,Male Commoner Accented,MaleCommonerAccented,Nord,Male,,554715,554714
/wiki/Gjuk,"Gjuk is a Nord warrior in Skyrim who works in the Blood Horker pirate clan under captain Stig Salt-Plank.
Gjuk can be found in the Windpeak Inn in Dawnstar accompanying his captain and the rest of the crew.",Gjuk,Male Drunk,MaleDrunk,Nord,Male,,336492,336489
/wiki/Gloth_(Skyrim),Gloth is a Nord farmer in Skyrim who lives and works at Pelagia Farm. He has no unique dialogue.,Gloth,Male Commoner,MaleCommoner,Nord,Male,,182569,167382
/wiki/Golldir,"Golldir is a Nord who can be found at the entrance to Hillgrund's Tomb.
When he was a child, his father locked him within the ancient tomb for three days, during which time he survived by eating the food given to his ancestors as offerings.
He asks for help in killing a necromancer, Vals Veran, who has entered the tomb and defiled the bodies of his ancestors. He asks the Dragonborn to find his aunt, Agna, who ventured further into the tomb in Golldir's stead.
As the Dragonborn and Golldir make their way through the tomb, Agna is discovered, deceased. He will become slightly annoyed if the Dragonborn takes treasures from the tomb, but allows it, as the Dragonborn is helping him stop Vals Veran.
After clearing the tomb, the Dragonborn ends up in a chamber with Vals Veran, and his draugr army. If the Dragonborn is successful in protecting Golldir, he rewards them with coins and the key to the Hillgrund chest. Golldir returns to his aunt and will be ready to aid the Dragonborn as a follower, as long as he survives the quest with the Dragonborn.
Vals ""The dead should be made to serve the living, not the other way around!"" Golldir ""I'll return my ancestors to Sovngarde, and you with them!"" Vals ""Sovngarde is a myth, you s'wit! And now you can join your ancestors in service to me.""
Golldir is a warrior who specializes in heavy armor, block, and one-handed weapons (seemingly so since he starts off with a one handed axe when one first recruits him). He will use two-handed weapons as well, although his skill level is lower than his one-handed. He can also be recruited into the Blades.
If he can't be asked to follow, the Dragonborn should leave the tomb and he will be standing outside. The Dragonborn can then ask him to join.
If the Dragonborn steals a horse, Golldir will be dismissed due to his morality being set to ""no stealing,"" however the Dragonborn can still steal objects without this happening.",Golldir,Male Nord,MaleNord,Nord,Male,,684896,106472
/wiki/Gonnar_Oath-Giver,"Gonnar Oath-Giver is a Nord Stormcloak captain.
He is the Stormcloak commander of The Rift and can be found in Mistveil Keep in Riften, unless the Dragonborn takes Riften for the Empire during the Civil War, after which he can be found commanding the Rift Stormcloak Camp near the Rift Watchtower.",Gonnar Oath-Giver,Male Nord Commander,MaleNordCommander,Nord,Male,,490971,542043
/wiki/Gorm_(Skyrim),"Gorm is a Nord in Skyrim who is the bodyguard of Jarl Idgrod Ravencrone of Morthal.
If Gorm is spoken to at the Moorside Inn, without the Jarl nearby, he will ask for assistance in his plan to overthrow Idgrod. He will then give the Dragonborn Gorm's Letter to deliver to Captain Aldis in Solitude.
Doing this does not provide a quest entry in the journal, and delivering the letter does not result in any reward higher than 20 . It does, however, count toward helping the citizens of Morthal, satisfying one of Jarl Idgrod's requirements for becoming a Thane.
If the Dragonborn sides with the Stormcloaks during the Civil War or trades Hjaalmarch during ""Season Unending,"" Gorm will relocate to the Blue Palace in Solitude alongside Idgrod and the other Imperial supporters.",Gorm,Male Nord,MaleNord,Nord,Male,,109161,79338
/wiki/Gormlaith_Golden-Hilt,"Gormlaith Golden-Hilt
Gormlaith Golden-Hilt was an ancient Nord heroine who helped overthrow the Dragons during the Dragon War in ancient times. She is famed for single-handedly slaying four dragons in one day. She can be seen on the Throat of the World and in Sovngarde.
She helps the Dragonborn kill Alduin, along with Felldir the Old and Hakon One-Eye. She was against using the Elder Scrolls to defeat Alduin. Alduin killed her, atop the Throat of the World, in which Felldir the Old had little choice but to use the Elder Scroll, which caused a Time Wound to be created.
Gormlaith can be summoned to aid the Dragonborn with the Call of Valor shout. She wears a nearly-complete set of Steel Plate Armor without its respective helmet, and is armed with an Ancient Nord Sword, which she uses in battle.",Gormlaith Golden-Hilt,,,Nord,Female,,842232,279094
/wiki/Gralnach,"Gralnach is a Nord child who lives at Heartwood Mill with his mother Grosta, located in The Rift. His father is Leifnarr, who has gone missing.
Upon meeting him, he will ask the Dragonborn to play a game with him, either Tag or Hide-and-Seek. If the Dragonborn refuses to play, Gralnach will never open the dialogue window again.
If Tag is chosen, no other NPC besides Gralnach can be tagged, and immediately upon entering the nearby mill house, the miscellaneous quest will be completed and Gralnach will stop playing Tag.
If the Dragonborn casts a spell near him, like most children, he will ask to be made invisible.
If the Dragonborn kills Grosta, Gralnach will be cross with the Dragonborn and will say, ""I hope monsters come and eat you"" or ""Go away!""
If she is killed by others (such as Dragons, Wolves, etc.), he will say, ""I can't believe my mother's gone. Now what'll I do?""
In turn, he will be sent to Honorhall Orphanage after her death. If Hearthfire is installed, he will be available for adoption.",Gralnach,Male Child,MaleChild,Nord,Male,,106000,105473
/wiki/Gregor,"Gregor is a Nord warrior who is appointed housecarl upon becoming Thane of the Pale.
If the Dragonborn chooses not to have him as a follower at first approach in The White Hall, Gregor will go directly to Heljarchen Hall if the Dragonborn has purchased the land and built a house. If they have not bought a piece of land and built a house, he will make The White Hall his home. He may wander the grounds of Heljarchen Hall, often going behind the large rock formation nearby.
Gregor can be asked to become a steward for a homestead in Hearthfire.
Gregor can be married via special dialogue option while Dragonborn wears Amulet of Mara.
Gregor can become part of the Blades if Dragonborn talks to Delphine while having Gregor as a follower.",Gregor,Male Nord,MaleNord,Nord,Male,,21023,21022
/wiki/Grelka,"Grelka is a Nord who lives in Riften. She trains Light Armor at the Expert-level and serves as a merchant of armor and weapons. During the day, she sells her wares at a booth in the center of town. She sleeps at Haelga's Bunkhouse.
Grelka is not originally from Skyrim, and wants to leave due to the political turmoil, Civil War, and the reappearance of the dragons. She sells goods in Riften, hoping to earn enough money to eventually leave Skyrim.
Grelka is prejudiced against Argonians, as is evident in her treatment of Madesi. In the evenings, before he goes to sleep in Beggar's Row, Madesi goes to the Bunkhouse, where he is often harassed by Grelka; she calls him ""green-skin"" and mocks his inability to shut his mouth when he chews, due to his skull structure.
Grelka serves as an Expert-level trainer in Light Armor. Any  Grelka earns from training sessions enters her spending limit reserve for her stall. Thus, after training with her, she can then buy more goods with that money.",Grelka,Female Condescending,FemaleCondescending,Nord,Female,,319667,79557
/wiki/Grelod_the_Kind,"Grelod the Kind is an elderly Nord woman and the headmistress of the Honorhall Orphanage in Riften. Contrary to her name, she has a reputation for being an utterly cruel and heartless woman. One of her charges, Aventus Aretino, managed to escape the orphanage and employ a member of the Dark Brotherhood to have a murder contract against her satisfied.
Grelod is frequently cruel and abusive towards the children in her care. Not only does she beat them and refuse to allow their adoption, but she berates them verbally as well. Listening to Grelod's conversation with the orphans reveals she has ""extra beatings"" planned for any who ""shirk their duties."" She also states that they will never be adopted because nobody wants them, and openly calls them ""riff-raff"" to their faces.
The children are not the only ones in the orphanage who suffer from Grelod's cruelty. She also yells at her assistant, Constance Michel, from time to time, issuing mean-spirited complaints about the children and orders to deal with them. According to Constance, the people of Riften are well aware of Grelod's cruel nature; they call her ""Grelod the Kind"" out of irony.
Grelod generally wants nothing to do with the Dragonborn. Any attempts to speak to her will be roundly refused, as she is hostile to everyone.
If the Dragonborn tries to give Grelod one of Dinya Balu's The Warmth of Mara pamphlets after completing ""The Book of Love,"" Grelod will flatly turn him or her down. ""Unless Mara wishes to come down and help me with these urchins, I don't really give a damn about her blessings.""
The Dragonborn is asked to assassinate Grelod the Kind by Aventus Aretino after being mistaken for a member of the Dark Brotherhood in the quest ""Innocence Lost."" If the Dragonborn does so, the children of the orphanage cheer and do not alert the Riften Guard.
Grelod can generally be cut down right in front of all of the children with no repercussions. If the Dragonborn lingers around too long the guards may eventually come inside – likely called by Constance Michel, who is the only person to show anything but happiness at Grelod's death by running around screaming. Once Grelod is gone, interactions with the children indicate that their lives have improved considerably: Constance is now in charge of the orphanage, and she treats her charges far more kindly than Grelod did.
It is generally not possible to speak to Grelod, though it can be done if she is confronted after receiving the contract from Aventus; the Dragonborn can even claim to be a member of the Dark Brotherhood, despite not being recruited yet. However, Grelod will not be intimidated no matter what is said.
Even when Hearthfire is installed, it is not possible to adopt children from the orphanage while Grelod the Kind lives. The Dragonborn may adopt children from elsewhere in Skyrim. Constance will remain agitated until the Dragonborn completes ""Innocence Lost"" by talking to Aventus. In order to adopt from Honorhall one is required to begin the Dark Brotherhood series of quests, regardless of whether the Dragonborn joins the Brotherhood or decides to destroy it instead.
While it is possible to assassinate her without being detected, the children enter the room and celebrate regardless. Constance will panic, even if the assassin is undetected, or even if (through the use of a Fury spell) she did the deed herself. No bounty is gained, however. Constance will remain agitated and demand that the Dragonborn leave immediately. After the Dragonborn reports back to Aretino, guards all over Skyrim will comment about it. Guards in the Rift and Riften will mention that they saw the Dragonborn coming out of there, though one will never be charged with the crime.
After Grelod is killed, the children in the orphanage all express respect for the Dark Brotherhood, as well as admiration for Aventus Aretino, for carrying out his promise. After Grelod's death, a coffin labeled ""Grelod The Kind's Coffin"" appears in Riften's Hall of the Dead.
Grelod ""Those who shirk their duties will get an extra beating. Do I make myself clear?"" Grelod ""And one more thing! I will hear no more talk of adoptions! None of you riff-raff is getting adopted. Nobody needs you, nobody wants you. That, my darlings, is why you're here. Why you'll always be here, until you come of age and get thrown into that wide, horrible world. Now, what do you all say?"" Grelod ""That's better. Now scurry off, my little guttersnipes.""
Constance ""Okay, okay. I'll deal with it."" or ""Please, just let me deal with it. Its not a problem."" or ""I'll handle it. No need to blow things out of proportion."" or ""All right. I'll take care of it.""",Grelod the Kind,Female Old Grumpy,FemaleOldGrumpy,Elder,Female,,105956,78686
/wiki/Greta,"Greta is a Nord citizen who resides in Solitude. She is the wife of Addvar, the mother of Svari, and was the sister of Roggvir, until he was executed for aiding Ulfric Stormcloak's escape after he killed High King Torygg. She believes that Captain Aldis understood Roggvir's actions, and took solace in the fact it was he who presided over the execution and no one else, also stating that she would not have been able to stay in Solitude had it not been for him.
Upon first entering Solitude, she can be found to the right, in the crowd gathered to watch the execution of her brother, Roggvir. She can also be found in Addvar's House, in Solitude, as well as wandering around the city.
Talking to Svari, her daughter, will reveal that Greta is upset about the death of Roggvir and has stopped attending the Temple of the Divines. If then spoken to about this, Greta will tell the Dragonborn that she wants to return to the temple, but is unwilling to do so without the Amulet of Talos that her brother wore. She tasks the Dragonborn with retrieving it from Roggvir's body that now resides in Solitude's catacombs. The amulet is in the stone coffin to the left of the entrance in the second alcove.
Hi. Svari asked me to talk to you. ""She did, did she? She's going to get a sit down later.""",Greta,Female Commoner,FemaleCommoner,Nord,Female,,108087,78467
/wiki/Griefstricken_Chef,"The Griefstricken Chef is a Nord contractor for the quest ""The Dark Brotherhood Forever."" He resides in the Windpeak Inn in Dawnstar.
He will give a leveled sum of gold to the Dragonborn to assassinate a target, then wander through the inn until the target has been killed.",Griefstricken Chef,Male Even Toned Accented,MaleEvenTonedAccented,Nord,Male,,656158,555920
/wiki/Grim_Shieldmaiden,Grim Shieldmaiden is one of the ten recurring targets for the Dark Brotherhood. She will appear in Markarth.,Grim Shieldmaiden,Female Even Toned,FemaleEvenToned,Nord,Female,,656155,555931
/wiki/Grimvar_Cruel-Sea,"Grimvar Cruel-Sea is a Nord child inhabiting Windhelm.
He lives in House of Clan Cruel-Sea in Windhelm. He is the son of Torsten Cruel-Sea and Hillevi Cruel-Sea. He had a sister, Fjotli Cruel-Sea, before she was killed.
The Dragonborn can play tag with Grimvar. If talked to, he may ask to play a game (either tag or hide and seek). It does not earn any rewards, though.
When visiting Windhelm for the first time, Grimvar and his nanny, Idesa Sadri, are talking about Aventus Aretino and his performing the Black Sacrament in his home. Idesa quotes that Aventus Aretino is a strange child and she is the only friend Grimvar needs.
Grimvar says his father wants him to be a farmer or a sailor, but he does not want to be either of those and instead wants to be a warrior.",Grimvar Cruel-Sea,Male Child,MaleChild,Nord,Male,,110893,82227
/wiki/Grisvar_the_Unlucky,"Grisvar the Unlucky is a Nord imprisoned in Cidhna Mine.
Grisvar is a prisoner of Cidhna Mine in Markarth who has been in and out of the prison numerous times for stealing, and is now imprisoned for life.
After the Dragonborn speaks to Uraccen, Grisvar offers them a shiv in return for a bottle of Skooma, which can be pickpocketed from or beaten out of several others in the mine. Alternatively, the Dragonborn can persuade Duach to give them his supply of Skooma. The shiv can be used to bribe Borkul the Beast into opening the door to Madanach's cell.
After speaking to Madanach, the Dragonborn is instructed to kill Grisvar as he has outlived his usefulness to Madanach.",Grisvar the Unlucky,Male Coward,MaleCoward,Nord,Male,,104727,78747
/wiki/Grogmar_gro-Burzag,"Grogmar gro-Burzag is an Orsimer miner who resides at Odfel's House in the town of Shor's Stone. He works during the day in the Redbelly Mine.
He is temporarily staying with Odfel, a fellow miner, because his own house has not been built yet.
If the quest ""Mine or Yours"" is completed, Grogmar will send word that the Dragonborn is a friend of the Orcs, and thus grant them access to the Orc Strongholds scattered throughout Skyrim.
Grogmar: ""I've been cracking rock ever since I've been able to hold a pickaxe and I'm telling you, this mine is drying up."" Grogmar: ""What makes you so sure? What if I'm right?"" Filnjar: ""I know there's ore still in there, I can smell it. You think you're right, you can pack up and leave any time you like.""",Grogmar gro-Burzag,Male Orc,MaleOrc,Orc,Male,,105998,79558
/wiki/Grosta_(Skyrim),"Grosta is a Nord who owns and operates the Heartwood Mill.
She lived there with her husband, Leifnarr, and son, Gralnach, until Leifnarr disappeared. She seems to think that her husband left to be with another woman and is very curt when referring to him, though she still wants to find out what has happened to him.
She is generally warm towards the Dragonborn, but ultimately comes off as hardened by the disappearance of her husband. She expresses little discernible emotion as she matter of factually states that the mill will go under in a few seasons without him.
The Dragonborn is sent to locate her missing husband, Leifnarr, who she says was headed towards Broken Helm Hollow. Exploring this hollow reveals Leifnarr's fate.",Grosta,Female Nord,FemaleNord,Nord,Female,,105999,105472
/wiki/Grushnag_(Skyrim),"Grushnag is an unused Orsimer in Skyrim. He wears a set of Scaled Horn Armor, Scaled Bracers and a pair of Scaled Boots.
Grushnag does not appear in-game and can only be located through the use of console commands.",Grushnag,Male Nord,MaleNord,Nord,Male,,1032601,1032600
/wiki/Guardian_Saerek,"Guardian Saerek is a Draugr who can be found inside Ragnvald Crypts.
He must be killed in order to obtain one of the keys to unlock the sarcophagus of Dragon Priest Otar the Mad. He can be summoned by picking up his skull from the pedestral in the middle of the room.",Guardian Saerek,,,,,Draugr,225882,225886
/wiki/Gul,Gul is an Orsimer miner who works in the Mor Khazgur Mine in the Orc stronghold of Mor Khazgur in Haafingar hold.,Gul,Female Orc,FemaleOrc,Orc,Female,,817355,817354
