"sysid","name","gender","base_id","ref_id","bio","race","Species","source","advanced_voice_model","voice_accent","voice_model","fallout4_voice_folder","description","personality","likes","dislikes","profile","first_mes","mes_example","scenario","location","generated_bio","bio_url","creator","priority","author"
3262,"Piece o' Junk","Male","0EFBB7","0EF3FB","Piece o' Junk is a Mister Handy at Easy City Downs in 2287.
Piece o' Junk is one of the Mister Handy racers used at the racetrack at Easy City Downs. His name is most likely due to the robot only having one arm and being in a rather poor condition overall. Other robots can be found running around a pre-War hippodrome competing against each other such as Iron Maiden, Ol' Rusty, the Boston Blaster, Atomic Dreamz, Bob's Your Uncle, Tin Man and Lady Lovelace.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","robotmrhandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Piece_o%27_Junk","Bethesda",,"YetAnotherModder"
3263,"Tin Man","Male","0EFBBB","0EFBAA","Tin Man is a protectron that can be found deactivated at Easy City Downs in 2287.
Tin Man is a protectron that can be activated using Eager Ernie's terminal. Other robots can be found running around a pre-War hippodrome competing against other robots such as Iron Maiden, Ol' Rusty, the Boston Blaster, Atomic Dreamz, Bob's Your Uncle, Piece o' Junk and Lady Lovelace at Easy City Downs. According to a letter found on the body of a dead postman, Tin Can was made into a racing bot by a man named Tony. Tony expected Tin Can to quickly become the track's best robot, despite the relatively slow speed of protectrons.","Protectron","Robot","Fallout4","robot_assaultron","en","robot_assaultron","robotprotectron",,,,,,,,,,,"https://fallout.fandom.com/wiki/Tin_Man_(Fallout_4)","Bethesda",,"YetAnotherModder"
3264,"Eleanor","Female","1E1F43","1E1F3F","Not much is known about Eleanor except what can be found in a note found in her trailer northwest of Fairline Hill Estates. She apparently has some history with a raider called Bosco, and his gang from D.B. Technical High School, and this resulted in the large scar down the left side of her face.
She has a significant stock of ammunition, both in quantity and rarity, making her a potentially valuable source of ammunition.
If the Sole Survivor finds and releases Teddy, a dog, he will run to Eleanor's place and follow her around thereafter.","Human","Human","Fallout4","FemaleRough","en","FemaleRough","FemaleRough",,,,,,,,,,,"https://fallout.fandom.com/wiki/Eleanor","Bethesda",,"YetAnotherModder"
3265,"Teddy","Male",206173,206174,"Teddy can be found trapped in a cage due north of Fairline Hill Estates. If released, two hunters will appear and attack both the Sole Survivor and Teddy. Afterward, Teddy will run to Eleanor's house nearby, which is located northwest of the estates and follow her around thereafter.","Dog","Canine","Fallout4","maleghoul","en","maleghoul","CrFeralDogVoice",,,,,,,,,,,"https://fallout.fandom.com/wiki/Teddy","Bethesda",,"YetAnotherModder"
3266,"Abigail Finch","Female","03F22C","045C34","Abigail Finch is a farmer living on Finch farm in 2287.
Abigail lives on the farm with her husband Abraham and her two sons, Daniel and Jake, all of whom she deeply cares for. She strongly disapproves of Abraham and Jake's frequent arguments, which lead to the events of the quest Out of the Fire.
Out of the Fire: If Jake Finch is successfully saved from his initiation ritual at Saugus Ironworks and brought back to the farm, he and his father will argue loudly until Abigail puts an end to their quarrel and forces them to live with each other peacefully.","Human","Human","Fallout4","FemaleBoston","en","FemaleBoston","FemaleBoston",,,,,,,,,,,"https://fallout.fandom.com/wiki/Abigail_Finch","Bethesda",,"YetAnotherModder"
3267,"Abraham Finch","Male","03F23D","045C35","Abraham Finch is a farmer living at Finch farm in 2287.
Abraham is located at Finch farm with his wife Abigail and his two sons, Daniel and Jake. There tends to often be conflict between Abraham and Jake, which is the reason his son ran away and joined the Forged.
Abraham inherited an heirloom, a sword that belonged to his grandfather, but it was stolen by Jake when he ran away and joined the Forged. Abraham asks the Sole Survivor to retrieve it in the quest Out of the Fire.","Human","Human","Fallout4","MaleBoston","en","MaleBoston","MaleBoston",,,,,,,,,,,"https://fallout.fandom.com/wiki/Abraham_Finch","Bethesda",,"YetAnotherModder"
3268,"Daniel Finch","Male","03F22B","045C36","Daniel Finch is a merchant at Finch farm in 2287.
Daniel lives on Finch farm with his father Abraham, his mother Abigail, and prior to the events of Out of the Fire, his brother Jake. Daniel is judgmental of his father, feeling his collection of junk is down to an inability to get over the past. He is also resistant to his mother's attempts to set him up with a woman from other farms - stating that Lucy Abernathy is attracted to Hawthorne and Janey Warwick is too young. Daniel believes not many women in the Commonwealth are interested in farmers.
Depending on the choices of the Sole Survivor following Out of the Fire, Daniel will be relieved his that brother has returned to the farm. However, he expresses it will take a long time for things to return to normal.
An unused voice type for Daniel exists in the game's files, ""NPCMDanielFinch,"" though the NPC actually uses the ""MaleRough"" voice type.","Human","Human","Fallout4","MaleEvenTonedBoston","en","MaleEvenToned","MaleRough",,,,,,,,,,,"https://fallout.fandom.com/wiki/Daniel_Finch","Bethesda",,"YetAnotherModder"
3269,"Bean","Male","0E7AFC","0E7AFE","Bean is a Mister Handy at the General Atomics Galleria in 2287.
Bean operates the Slocum's Joe inside the General Atomics Galleria.
If the Sole Survivor decides to get coffee from Bean, he will tell them to stand back before the entire room is engulfed in a fireball, after which, he may turn hostile from damage to his combat inhibitor. No other robots seem to take action if Bean is destroyed. After initiating the grand re-opening, if not already killed, he will inform the Sole Survivor that the coffee shop is now a self-serve restaurant due to liability concerns.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Bean","Bethesda",,"YetAnotherModder"
3270,"Cook Handy","Male","0E92AB","0E937E","Cook Handy is a Mister Handy found at the General Atomics Galleria in 2287.
Cook Handy prepares food at Handy Eats Diner, located inside the General Atomics Galleria.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Cook_Handy","Bethesda",,"YetAnotherModder"
3271,"Crisp","Male","0E7B5B","0E7B6D","Crisp is a Mister Handy found at the General Atomics Galleria in 2287.
Crisp is the cashier at Pinelli's Bakery located inside the General Atomics Galleria. He will continuously call out numbers ranging from 12 to 20, where at 20 he will start over again with a sigh and a brief statement of disappointment. None of the numbers the Sole Survivor can pick up inside or outside the bakery are in the range that Crisp is requesting.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Crisp","Bethesda",,"YetAnotherModder"
3272,"Danny","Male",0,"0E524E","Danny is a Mister Handy found at the General Atomics Galleria in 2287.
Danny can be found running the counter at Madden's gym inside the General Atomics Galleria. He has a limited selection of chems for sale once the quest Galleria has successfully been completed.
If the ring is stepped on then stepped out of, all the robots in the location turn hostile unless the Champ is defeated using the boxing gloves present around the gym, in which case the Sole Survivor is declared the new champion and the other robots will go back to idling. Killing them seems to not affect any of the other robots.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Danny_(Mister_Handy)","Bethesda",,"YetAnotherModder"
3273,"Greeter","Male","0FD4C0","0FD4C2","The Greeter is a Mister Handy found at the General Atomics Galleria in 2287.
The greeter patrols the front entrance to the General Atomics Galleria and welcomes the Sole Survivor. He's looking for the supervisor to re-open the galleria.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Greeter","Bethesda",,"YetAnotherModder"
3274,"Kingpin","Male","157AA6","0EAC9E","Kingpin is a Mister Handy found at the General Atomics Galleria in 2287.
Being confined to the back section of Back Alley Bowling at the General Atomics Galleria, almost nothing is known about Kingpin. As he never leaves the area behind the closed bowling lanes, his job would have likely been that of a pinsetter, responsible for placing the bowling pins upright again. This is further indicated by his name, as a person who is essential to the success of an organization or operation is referred to as the ""kingpin.""","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Kingpin_(Mister_Handy)","Bethesda",,"YetAnotherModder"
3275,"Lane","Male","157AA8","0FDD4F","Lane is a Mister Handy found at the General Atomics Galleria in 2287.
Lane appears to be a cook at the Back Alley Bowling inside the General Atomics Galleria.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Lane_(Mister_Handy)","Bethesda",,"YetAnotherModder"
3276,"Mack","Male",0,"0E524C","Mack is one of two pugilist Mister Handies found in Madden's gym inside the General Atomics Galleria.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Mack_(Mister_Handy)","Bethesda",,"YetAnotherModder"
3277,"Reg","Male","0E8D4B","0FDD3E","Reg is a Mister Handy found at the Fallon's in the General Atomics Galleria in 2287.  
Upon entering the store, he will tell the Sole Survivor that the store is in perfect order and that he has spent years working on getting it that way. He then tells them that they shouldn't touch anything. If anything in the store is moved in any way by the player character, Reg will become hostile and attack. At this point, the Sole Survivor can defend themselves without any repercussions. 
However, once the player character initiates the Grand Opening of the Galleria, Reg will allow all items to be moved or be removed from the building.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Reg","Bethesda",,"YetAnotherModder"
3278,"Split","Male","157AA5","0FDD4C","Split is a Mister Handy found at the General Atomics Galleria in 2287.
Split can be found running the food counter at Back Alley Bowling inside the General Atomics Galleria.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Split","Bethesda",,"YetAnotherModder"
3279,"Sprocket","Male","0E8D51",0,"Sprocket is a Mister Handy found at the General Atomics Galleria in 2287.
Sprocket is the Mr. Handy assigned to running the General Atomics outlet at the General Atomics Galleria. When the Sole Survivor first enters the shop, they are immediately given a demonstration by Sprocket. The demonstration begins with a short description of General Atomics International's Mister Handies. The four demonstration bots will activate from a deactivated state only to then be destroyed due to ironic malfunctions as Sprocket describes the Mister Handy models as long-lasting with the proper care.
Sprocket will then direct the Sole Survivor to the other side of the shop where one deactivated Mister Gutsy stands on a platform next to a destroyed one. The Mister Gutsy prototype will then start-up and attack, which may lead to Sprocket becoming hostile as well.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Sprocket","Bethesda",,"YetAnotherModder"
3280,"Strike","Male","157AA7","0FDD49","Strike is a Mister Handy found at the General Atomics Galleria in 2287.
Strike can be found tending the upstairs bar at Back Alley Bowling inside the General Atomics Galleria.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Strike","Bethesda",,"YetAnotherModder"
3281,"Tenpin","Male","0E934D","0E935D","Tenpin is a Mister Handy found at the General Atomics Galleria in 2287.
Tenpin runs the main counter at Back Alley Bowling inside the General Atomics Galleria.
Tenpin will offer a game of bowling for the low price of 5,000 dollars. The Sole Survivor can ask to bowl with caps, to which he will state only legal tender is accepted. The player character can also pass a speech check to be allowed into the building free of charge. It is possible to bring 5,000 pre-War money to the Mister Handy unit and exchange it for a game of bowling, only to have it reveal that the lanes are obviously not working, optimistically stating that he'll have the service technician start on the Sole Survivor's lane first as soon as he arrives. The player character then gets to explore the bowling alley freely, but the pre-War money cannot be retrieved.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Tenpin","Bethesda",,"YetAnotherModder"
3282,"The Champ","Male",0,0,"The Champ is a Mister Handy found at the General Atomics Galleria in 2287.
The Champ is one of two pugilist Mister Handies found in Madden's gym inside the General Atomics Galleria. He serves as the boxing instructor for the gym.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/The_Champ","Bethesda",,"YetAnotherModder"
3283,"Director","Male","046D0C","0FA710","The Director is a Mister Gutsy in charge of operations at the General Atomics Galleria in 2287.
A malfunctioning Mister Gutsy in charge of the General Atomics Galleria, the Director is the centerpiece of the Director Management System, that helped keep the galleria in stasis for over two centuries after killing the original director, whose skeleton can still be found in the central office. A GAI representative was supposed to reactivate the Galleria on October 23, 2077, triggering firmware updates supposed to prevent the repeat of the fatal incident, but, for obvious reasons, Mr. Kincaid was not able to reach the facility.","Mister Gutsy","Robot","Fallout4","robot_mrgutsy","en","robot_mrgutsy","robotmrgutsy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Director_(Fallout_4)","Bethesda",,"YetAnotherModder"
3284,"Torte","Male","0E7B6C","0E7B84","Torte is a Mister Handy found at the General Atomics Galleria in 2287.
Torte is the baker at Pinelli's Bakery located inside the General Atomics Galleria where he can be found in the kitchen. He has no time for the Sole Survivor and suggests any requests be directed to his partner Crisp at the front counter.","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Torte","Bethesda",,"YetAnotherModder"
3285,"Waitron","Male","0E92AA","0E937D","The waitron is a Mister Handy found at the General Atomics Galleria in 2287. 
The waitron is the host at the Handy Eats Diner, inside the General Atomics Galleria. He serves food prepared by his partner Cook Handy.
Upon entering the diner, the waitron will offer the Sole Survivor the last remaining booth. All of the other booths are occupied by skeletal remains which, when asked, are simply referred to as ""satisfied customers.""
When choosing either the mashed, diced or sliced dialogue option, the Sole Survivor will always respond ""Wait, what?""","Mister Handy","Robot","Fallout4","robot_mrhandy","en","robot_mrhandy","RobotMrHandy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Waitron","Bethesda",,"YetAnotherModder"
3286,"AJ","Male","0DED2B",116849,"AJ is a chem dealer operating in Goodneighbor in 2287.
AJ is one of the many drug dealers living in the settlement of Goodneighbor and is notorious for peddling drugs to anyone and everyone; recently, he has started a new ""Chems for Kids"" sales pitch directed towards young children. He conducts most of his deals in the alleyway where Bobbi No-Nose's hideout is located, always accompanied by two bodyguards. It is later revealed he is also a member of Sinjin's gang.
AJ's customers include Bunker Hill and its mayor Kessler, who need chems such as Jet and Psycho in order to pay off Jared's raider gang. They buy from AJ because he has the lowest prices for regular chems, although they consider his ""Chems for Kids"" to be distasteful. AJ is also an informant on runaway synths for the Institute.
The Silver Shroud: AJ's scheme to sell chems to children prompts Kent Connolly to send the Sole Survivor (as the Silver Shroud) to hunt him down and kill him. He is found in the alleyway outside Bobbi No-Nose's hideout, accompanied by two bodyguards. AJ will attempt to bribe the Sole Survivor to stay away; with Speech checks, his bribe can be haggled from 50 to 200 bottlecaps. If the bribe is refused, then he and his guards will immediately turn hostile.","Human","Human","Fallout4","maleraider02","en","maleraider02","NPCMAJ",,,,,,,,,,,"https://fallout.fandom.com/wiki/AJ","Bethesda",,"YetAnotherModder"
3287,"Bobbi No-Nose","Female",27684,"02768A","Bobbi No-Nose is a mobster living in Goodneighbor in 2287. She initially is found inside her hideout.
A self-proclaimed ""legitimate"" businesswoman operating out of Goodneighbor, every place Bobbi sets up shop in soon becomes her base of operations. She, while her influence is small, is a highly ambitious woman, not like the chem dealers and petty thieves in town. Recently, No-Nose is preparing to pull off a large heist in Mayor Hancock's strongroom in the NH&M Freight Depot to the southwest. She has a long history of trouble with the ghoul and aims to get back at him by breaking into his property and stealing anything of value.
Through a spy she planted within the raider gang in the Massachusetts State House, Bobbi managed to acquire an accurate map of the Boston underground, created by a city official before the Great War. To recruit diggers for her project, the Big Dig, and further her vendetta against Hancock, Bobbi passes it off as a scheme to get revenge on Mayor McDonough for banishing her kind from Diamond City. The target is supposedly a secret strongroom located directly beneath the mayor's office, which Bobbi claims is home to a huge stash, containing thousands of caps, a large cache of weapons and other valuable loot. She promises her staff caps and a share of the spoils when the job is done. 
For months, work is slow and the project has barely progressed. In fact, the miners are soon driven off by mirelurks by the time the Sole Survivor arrives, having accepted Bobbi's job. This, in turn, makes them her new gun. To help expedite the excavation, she has them get her old tech expert, Mel, from the Diamond City lockup by whatever means the Sole Survivor sees fit.","Ghoul, (Post-war) Human","Human","Fallout4","bobbinonose","en","bobbinonose","NPCFBobbiNoNose",,,,,,,,,,,"https://fallout.fandom.com/wiki/Bobbi_No-Nose","Bethesda",,"YetAnotherModder"
3288,"Daisy","Female",22952,22953,"Daisy is a ghoul merchant living in Goodneighbor in 2287.
Daisy was born over two hundred years ago in the Commonwealth. She initially claims to be 220 years old, though later admits that it is probably closer to 270.
As a child, she loved to read and spent a lot of time in the Boston Public Library. She retains fond memories of this time, as well as an extremely overdue book, into her post-War life. Later she grew up into what she describes as an ""angry young woman."" She had a husband who was killed during the Sino-American War but because of classified information she never found out where he died.
Due to the radiation that was given off after the bombs dropped, her body was slowly transformed into a ghoul. She now resides in Goodneighbor, peddling her wares from her own store Daisy's Discounts. She appears to have a darker side looking for revenge, according to a terminal entry in the Memory Den.
If the Sole Survivor asks her if she has any work for them, she will send them to the library to clear it of super mutants. If the Sole Survivor talks about their own life prior to the war, she will suggest that they pay a visit to another pre-War ghoul at the Hotel Rexford.","Ghoul, (Post-war) Human","Human","Fallout4","femaleghoul","en","femaleghoul","NPCFDaisy",,,,,,,,,,,"https://fallout.fandom.com/wiki/Daisy_(Fallout_4)","Bethesda",,"YetAnotherModder"
3289,"Fahrenheit","Female",22616,22618,"Fahrenheit is the bodyguard and current ""main squeeze"" of John Hancock in 2287. 
Fahrenheit is a prominent figure of Goodneighbor who serves as Hancock's personal bodyguard. She can usually be found leaning against the wall of Kill or Be Killed, where she may make a passing comment, usually regarding life in the form of a chess match. As any typical resident in the area, she will go out of her way to protect Hancock and the Goodneighbor way of life.
The Big Dig: Having already received word that Bobbi No-Nose and her heist team, including the Sole Survivor, are going to break into his storehouse, John Hancock sends his bodyguard Fahrenheit and a few members of the Triggermen to intercept the group.","Human","Human","Fallout4","femaleboston","en","femaleboston","NPCFFahrenheit",,,,,,,,,,,"""Fahrenheit is the bodyguard and current ""main squeeze"" of John Hancock in 2287. 
Fahrenheit is a prominent figure of Goodneighbor who serves as Hancock's personal bodyguard. She can usually be found leaning against the wall of Kill or Be Killed, where she may make a passing comment, usually regarding life in the form of a chess match. As any typical resident in the area, she will go out of her way to protect Hancock and the Goodneighbor way of life.
The Big Dig: Having already received word that Bobbi No-Nose and her heist team, including the Sole Survivor, are going to break into his storehouse, John Hancock sends his bodyguard Fahrenheit and a few members of the Triggermen to intercept the group.""","Bethesda",,"YetAnotherModder"
3290,"Finn","Male",33585,33587,"Finn is a thug living in Goodneighbor in 2287. He approaches the Sole Survivor when they first enter the town.
One of the criminal types operating in the anarchist town of Goodneighbor, Finn mostly preys upon newcomers to the area. He offers ""insurance"" to travelers passing through, extorting them into paying a sum of caps with the threat that otherwise they might face ""big, bloody accidents."" This is juxtaposed to the wishes of Mayor John Hancock, who wants his town to be open to everyone. Driven by paranoia, Finn argues that Goodneighbor is in danger of being taken over by outsiders. This stance is responsible for many of the feuds between him and Hancock. 
When the Sole Survivor first enters Goodneighbor, Finn will approach and demand the player character pay an ""insurance fee,"" otherwise ""accidents"" may happen to them. The Sole Survivor can choose to threaten Finn to back off or kill him.
Whatever option is chosen, Finn will always end up dead. If the player character does not kill him, then the mayor will appear and demand Finn to let them go. Finn will refuse and subsequently have a quarrel with Hancock in which he states ""one day there'll be a new mayor."" This appears to be a poor choice of words, as it results in Finn being stabbed to death by Hancock. If the player character kills Finn, Hancock will say ""Whoa ho ho! I like you already! Walk into a new place and make a show of dominance! Nice!""","Human","Human","Fallout4","maleraider02","en","maleraider02","NPCMFinn",,,,,,,,,,,"https://fallout.fandom.com/wiki/Finn_(Fallout_4)","Bethesda",,"YetAnotherModder"
3291,"Hancock","Male",22613,22615,"John Hancock (born John McDonough) is a ghoul living in Goodneighbor in 2287, serving as the settlement's mayor. Should the Sole Survivor aid Bobbi No-Nose in a plot to rob him, he will be impressed and humbled by their actions, taking a leave of absence from his duties to offer his services as a companion.
Born John McDonough, Hancock is the estranged younger brother of Diamond City's Mayor McDonough. The two had a rocky relationship from the beginning; John considered him ""entitled"" and claims that the elder brother would sometimes shove rotten tatoes down the back of his shirt and slap them.
Despite this, he held some degree of brotherly love for his elder sibling - but this all changed in 2282, when the elder McDonough ran for mayor on an anti-ghoul platform, inciting hatred and fear of the city's mutated inhabitants. The relationship between them broke down completely when John confronted him in his office after his inauguration speech, and his brother offered no sign of remorse for the anti-ghoul violence that his campaign had incited, simply gloating that the city was finally his.
John tried to save as many ghouls as he could by relocating them to the town of Goodneighbor, at the time run by the ruthless mob boss Vic. Unfortunately, many of the refugees could not adjust to life in the slum and fled into the ruins of Boston and the surrounding wasteland of the Commonwealth, eventually dying to starvation or violence. Over time, he fell into a rut of depression and drug abuse, even using Jet. He also took an experimental radioactive drug in an attempt to transform himself into a ghoul. The attempt was successful, and he today remarks that both the high and the subsequent transformation were ""so worth it.""
His absolute lowest point came after witnessing the murder of a fellow drifter at the hands of Vic's henchmen. Despite knowing that there was nothing he could have done against the armed goons, John nonetheless considered his lack of intervention cowardly, and in the aftermath felt ""like less than nothing."" In a fit of despair, he went on a particularly intense bender of drug abuse, eventually blacking out completely.
When he regained consciousness, John found himself lying on the floor of the Old State House next to a set of clothes that belonged to the founding father John Hancock. He assumed the identity of the historical figure and set out to raise a revolutionary militia to overthrow Vic. Temporarily going sober in preparation, he gathered a crew of drifters and convinced KL-E-0 to loan them some weapons.
They gathered together one night, waiting on the rooftops and inside buildings for Vic's goons to gather. Holding off until their opponents were heavily intoxicated from a night of partying, the militia burst from their hiding spots and massacred the gangsters. His muscle wiped out to a man, it was a simple matter for Hancock and his men to storm Vic's quarters in the State House, dragging him out to be hanged by the neck from the balcony.
Looking down from the balcony and seeing that most of the town had gathered to witness the commotion, Hancock issued a simple proclamation: ""Of the people, for the people!"" With that, he was no longer John McDonough, the Diamond City refugee, but John Hancock, the undisputed mayor of Goodneighbor.
By 2287, Hancock continues to serve as mayor. The majority of Goodneighbor's citizens look to him for leadership, and he acts as a source of reassurance concerning the looming synth threat. Following the events of Bobbi No-Nose's big plan (The Big Dig), a plot to steal from his stronghold, he claims to feel too pampered and comfortable. He gives a speech proclaiming his leave of absence. (""No one in power should be comfortable for too long."") Hancock then proceeds to offer his services to the Sole Survivor as a possible companion.","Ghoul, (Post-war) Human","Human","Fallout4","Hancock","en","Hancock","NPCMHancock",,,,,,,,,,,"https://fallout.fandom.com/wiki/John_Hancock","Bethesda",,"YetAnotherModder"
3292,"KL-E-0","Female","0228CE","0228CF","KL-E-0 (or Kleo) is a friendly Assaultron merchant in Goodneighbor in 2287.
KL-E-0 is an Assaultron who resides in Goodneighbor and acts as a merchant. She owns the store Kill or Be Killed, which is located directly next to Daisy's Discounts. She sells Partystarter, a unique missile launcher.
If KL-E-0's terminal is hacked, it is revealed that she has a plan to kill several members of the Goodneighbor community, if the need arises. Her plan to eliminate the Neighborhood Watch is to wait for a super mutant or raider attack, planting high explosives at key areas of the defensive perimeter, and post-detonation, relocating immediately due to Goodneighbor's vulnerability.
She understands that collateral damage may be possible but considers losses acceptable without too much disruption to her business.
KL-E-0 seems to hold a certain amount of respect for Magnolia, considering her a fellow working girl and willing to give her a chance before sudden termination. Her contingency consists of burning down The Third Rail as a warning. Should she resist after that, a simple clean shot to the head would be the outcome.
The Robotics Expert perk allows hacking into her system and turning her into a normal Assaultron. It will suspend her trading function temporarily and can return to a normal trader after choosing shutdown/activate while she is still following the player around in Goodneighbor.","Assaultron","Robot","Fallout4","robotcompanionfemaledefault","en","robotcompanionfemaledefault","RobotAssaultron",,,,,,,,,,,"https://fallout.fandom.com/wiki/KL-E-0","Bethesda",,"YetAnotherModder"
3293,"Sammy","Male","15DE73","15DE74","Sammy is a deceased synth on the streets of Goodneighbor in 2287. 
Sammy is an Institute synth, who replaced the real Sammy and attempted to infiltrate Goodneighbor. However, the Neighborhood Watch noticed his unusual behavior - he had stopped drinking, smoking and cheating on his wife - and killed him. His body can be found on the streets of Goodneighbor. The Sole Survivor can overhear one of the Neighborhood Watch members lament on how he is going to bring himself to tell Sammy's mother.","Synth, Not Otherwise Specified","Synth","Fallout4","MaleEvenTonedBoston","en","MaleEvenToned","MaleRough",,,,,,,,,,,"https://fallout.fandom.com/wiki/Sammy_(Fallout_4)","Bethesda",,"YetAnotherModder"
3294,"Wayne Delancy","Male","03FEC8","03FECA","Wayne Delancy is an assassin living in the town of Goodneighbor in 2287.
Wayne Delancy is a hitman in Goodneighbor who works for the raider Sinjin. He murdered Miss Selmy and her child on Sinjin's orders for not paying him, and news of this act quickly spread throughout Goodneighbor.
The Silver Shroud: Delancy's murders result in the Sole Survivor being tasked by Kent Connolly with hunting him down and killing him as the Silver Shroud's first target. He is found in an alleyway behind Hotel Rexford, having recently just claimed another victim.
An unused voice type for Wayne exists in the game's files, ""NPCMWayneDelancy,"" though the NPC actually uses the ""MaleRough"" voice type.","Human","Human","Fallout4","MaleEvenTonedBoston","en","MaleEvenToned","MaleRough",,,,,,,,,,,"https://fallout.fandom.com/wiki/Wayne_Delancy","Bethesda",,"YetAnotherModder"
3295,"Clair Hutchins","Female","0226DC","0226DD","Clair Hutchins is the manager of Hotel Rexford, Goodneighbor in 2287. 
Clair has been manager of the Hotel Rexford since 2247and remembers the time when the place was in its heyday; when parties were thrown frequently and the clientele was more sophisticated. She is tasked with greeting and checking people in while her boss, Marowski, stays in his ""office."" Clair, along with a few others, helps keep the place running and will offer to give a verbal history of the hotel and the surrounding area.","Human","Human","Fallout4","femaleboston","en","femaleboston","NPCFClairHutchins",,,,,,,,,,,"https://fallout.fandom.com/wiki/Clair_Hutchins","Bethesda",,"YetAnotherModder"
3296,"Fred Allen","Male","0226D9","0226DA","Fred Allen is an associate of Marowski, responsible for the distribution of his chems at the Hotel Rexford in Goodneighbor in 2287.
When not peddling drugs for his boss Marowski, Fred likes to experiment with them. He believes personal experience is key to being a successful chem dealer. Thus Allen documents the reaction to every chem he takes to improve his understanding of the high of each chem he sells. This helps him to better promote his goods and increase his profits.
Fred operates out of the basement of the Hotel Rexford, which the manager, Clair Hutchins, wisens up to because of the unpredictable nature of the peddler's experiments. On one case, Fred had to have Rufus Rubins repair his terminal after accidentally breaking it while high on psycho.","Human","Human","Fallout4","maleboston","en","maleboston","NPCMFredAllen",,,,,,,,,,,"https://fallout.fandom.com/wiki/Fred_Allen","Bethesda",,"YetAnotherModder"
